66.63,16.97,172,33.32,16.97,-49.43,0.26,64.93,3.79,176,33.32,-16.97,-49.43,64.93,3.69,173,-33.32,16.97,-49.43,64.93,3.51,172,-33.32,-16.97,-49.43,0.18,64.93,2.96,173,51.88,35.53,52.51,7.61,175,70.45,54.10,0.11,20.49,4.61,175,-46.14,0.24,-0.60,20.49,0.73,170,Giraffe
54.51,11.90,176,27.26,11.90,-30.72,0.13,37.64,2.93,175,27.26,-11.90,-30.72,37.64,2.75,175,-27.26,11.90,-30.72,37.64,2.82,177,-27.26,-11.90,-30.72,0.20,37.64,2.37,174,31.76,16.40,12.74,6.09,173,36.27,20.91,0.10,20.10,5.17,174,-25.49,-0.32,-0.76,29.02,1.52,175,Horse
18.68,3.31,179,9.34,3.31,-7.24,0.88,7.86,0.78,175,9.34,-3.31,-7.24,7.86,0.56,175,-9.34,3.31,-7.24,7.86,0.48,172,-9.34,-3.31,-7.24,0.77,7.86,0.61,175,10.82,3.31,2.96,1.89,172,12.31,3.31,0.04,3.43,1.95,176,-7.68,0.33,0.14,11.00,0.56,170,Cat
20.08,3.19,172,10.04,3.19,-5.82,0.41,5.26,0.49,174,10.04,-3.19,-5.82,5.26,0.60,174,-10.04,3.19,-5.82,5.26,0.60,174,-10.04,-3.19,-5.82,0.15,5.26,0.64,175,11.16,3.19,2.24,2.04,175,12.28,3.19,0.12,4.13,2.01,177,-5.89,-0.05,-0.20,14.19,0.51,177,Cat
16.93,2.94,174,8.46,2.94,-5.50,0.48,5.12,0.51,174,8.46,-2.94,-5.50,5.12,0.60,176,-8.46,2.94,-5.50,5.12,0.76,174,-8.46,-2.94,-5.50,0.57,5.12,0.63,175,10.05,2.94,3.18,1.99,177,11.64,2.94,-0.13,4.22,2.12,175,-2.36,0.33,0.32,14.57,0.49,173,Cat
15.27,3.06,174,7.64,3.06,-6.87,0.27,7.63,0.55,174,7.64,-3.06,-6.87,7.63,0.54,174,-7.64,3.06,-6.87,7.63,0.52,172,-7.64,-3.06,-6.87,0.90,7.63,0.57,176,9.22,3.06,3.17,2.08,174,10.80,3.06,0.17,3.95,1.96,175,-3.55,-0.12,0.11,11.72,0.35,175,Cat
23.17,6.86,175,11.59,6.86,-13.70,0.42,13.68,0.97,176,11.59,-6.86,-13.70,13.68,0.88,174,-11.59,6.86,-13.70,13.68,0.97,177,-11.59,-6.86,-13.70,0.43,13.68,1.07,175,14.15,6.86,5.12,2.48,177,16.71,6.86,0.12,11.52,2.52,174,-16.26,0.12,0.59,6.91,0.29,174,Dog
63.12,14.68,174,31.56,14.68,-46.69,0.03,64.03,2.88,174,31.56,-14.68,-46.69,64.03,3.00,176,-31.56,14.68,-46.69,64.03,2.66,174,-31.56,-14.68,-46.69,0.36,64.03,2.25,175,49.85,32.97,51.74,7.56,178,68.15,51.26,0.34,20.50,4.46,177,-42.61,0.54,-0.94,20.50,0.76,170,Giraffe
19.70,2.74,176,9.85,2.74,-4.96,0.41,4.46,0.57,174,9.85,-2.74,-4.96,4.46,0.60,173,-9.85,2.74,-4.96,4.46,0.52,174,-9.85,-2.74,-4.96,0.41,4.46,0.56,176,11.32,2.74,2.94,2.14,179,12.79,2.74,0.04,3.17,1.94,178,-4.60,-0.15,-0.02,15.11,0.30,170,Cat
66.95,14.35,175,33.47,14.35,-46.61,0.26,64.52,3.14,175,33.47,-14.35,-46.61,64.52,3.32,172,-33.47,14.35,-46.61,64.52,2.68,178,-33.47,-14.35,-46.61,0.21,64.52,3.29,173,50.88,31.76,49.23,8.43,176,68.29,49.16,-0.57,20.11,3.91,175,-46.84,-0.01,-0.35,20.11,0.72,176,Giraffe
26.54,6.86,173,13.27,6.86,-13.05,0.53,12.37,1.02,173,13.27,-6.86,-13.05,12.37,1.01,176,-13.27,6.86,-13.05,12.37,0.89,175,-13.27,-6.86,-13.05,0.72,12.37,1.04,174,16.20,6.86,5.87,2.30,175,19.14,6.86,-0.48,11.78,2.99,174,-18.64,0.41,0.58,7.90,0.31,179,Dog
25.52,5.61,172,12.76,5.61,-12.27,0.54,13.32,1.00,178,12.76,-5.61,-12.27,13.32,0.86,175,-12.76,5.61,-12.27,13.32,0.99,174,-12.76,-5.61,-12.27,0.55,13.32,1.06,176,15.69,5.61,5.86,2.48,174,18.62,5.61,-0.11,11.70,3.15,173,-18.72,-0.14,0.81,6.79,0.25,175,Dog
18.96,3.00,175,9.48,3.00,-5.43,0.96,4.86,0.57,174,9.48,-3.00,-5.43,4.86,0.47,172,-9.48,3.00,-5.43,4.86,0.57,177,-9.48,-3.00,-5.43,0.35,4.86,0.54,173,11.06,3.00,3.16,1.99,175,12.64,3.00,0.44,3.28,1.98,175,-8.01,0.36,-0.13,10.95,0.61,174,Cat
24.00,6.28,174,12.00,6.28,-12.65,0.13,12.74,0.90,173,12.00,-6.28,-12.65,12.74,1.01,178,-12.00,6.28,-12.65,12.74,0.96,172,-12.00,-6.28,-12.65,0.63,12.74,0.94,175,14.78,6.28,5.55,2.21,174,17.56,6.28,-0.01,11.93,3.00,174,-16.44,-0.15,0.12,7.56,0.36,178,Dog
66.40,13.73,175,33.20,13.73,-45.61,0.21,63.77,3.08,175,33.20,-13.73,-45.61,63.77,2.48,174,-33.20,13.73,-45.61,63.77,2.05,175,-33.20,-13.73,-45.61,0.23,63.77,2.94,172,51.01,31.53,50.35,6.15,173,68.81,49.33,-0.11,20.26,4.33,174,-46.15,-0.35,-0.53,20.26,0.77,174,Giraffe
65.96,13.93,176,32.98,13.93,-47.04,0.27,66.21,3.11,174,32.98,-13.93,-47.04,66.21,2.78,170,-32.98,13.93,-47.04,66.21,3.31,175,-32.98,-13.93,-47.04,0.23,66.21,3.55,175,50.89,31.84,50.64,6.59,173,68.79,49.75,0.18,20.33,5.29,175,-45.63,0.18,-0.21,20.33,0.74,176,Giraffe
23.83,6.09,174,11.91,6.09,-12.94,0.55,13.70,1.08,175,11.91,-6.09,-12.94,13.70,1.05,174,-11.91,6.09,-12.94,13.70,1.01,176,-11.91,-6.09,-12.94,0.69,13.70,0.89,172,14.62,6.09,5.40,2.66,174,17.32,6.09,-0.57,10.61,3.03,175,-16.28,0.41,-0.42,7.55,0.22,170,Dog
64.96,14.69,173,32.48,14.69,-47.59,0.22,65.81,2.85,176,32.48,-14.69,-47.59,65.81,3.49,174,-32.48,14.69,-47.59,65.81,3.71,170,-32.48,-14.69,-47.59,0.22,65.81,2.99,176,49.57,31.78,48.32,6.70,172,66.65,48.86,0.79,21.93,3.73,173,-43.03,-0.63,-0.44,21.93,0.77,174,Giraffe
17.75,4.27,174,8.87,4.27,-7.90,0.10,7.24,0.53,174,8.87,-4.27,-7.90,7.24,0.58,172,-8.87,4.27,-7.90,7.24,0.79,178,-8.87,-4.27,-7.90,0.32,7.24,0.62,176,10.44,4.27,3.13,2.04,173,12.00,4.27,-0.50,3.61,2.01,175,-4.41,-0.24,0.05,13.34,0.51,172,Cat
21.80,3.66,173,10.90,3.66,-6.87,0.02,6.41,0.68,174,10.90,-3.66,-6.87,6.41,0.71,175,-10.90,3.66,-6.87,6.41,0.59,174,-10.90,-3.66,-6.87,0.48,6.41,0.60,175,12.35,3.66,2.89,2.20,173,13.79,3.66,-0.18,4.08,1.87,175,-10.50,0.66,0.11,11.30,0.32,174,Cat
20.70,3.30,177,10.35,3.30,-6.51,0.52,6.44,0.69,177,10.35,-3.30,-6.51,6.44,0.58,175,-10.35,3.30,-6.51,6.44,0.60,176,-10.35,-3.30,-6.51,0.47,6.44,0.46,175,12.02,3.30,3.34,1.91,176,13.70,3.30,0.09,3.44,1.96,175,-6.36,0.19,-0.23,14.35,0.54,175,Cat
25.35,6.35,175,12.68,6.35,-13.14,0.52,13.59,0.80,172,12.68,-6.35,-13.14,13.59,0.90,175,-12.68,6.35,-13.14,13.59,0.97,175,-12.68,-6.35,-13.14,0.40,13.59,1.00,172,15.42,6.35,5.49,2.15,175,18.17,6.35,0.17,11.97,3.01,176,-18.18,-0.08,0.42,7.17,0.31,174,Dog
67.07,15.04,174,33.53,15.04,-47.21,0.28,64.34,2.95,175,33.53,-15.04,-47.21,64.34,2.49,172,-33.53,15.04,-47.21,64.34,2.90,174,-33.53,-15.04,-47.21,0.25,64.34,3.20,177,51.93,33.44,52.04,7.10,175,70.33,51.84,-0.04,20.10,4.42,174,-46.97,0.68,-0.70,20.10,0.78,178,Giraffe
67.91,12.66,175,33.96,12.66,-45.68,0.27,66.03,2.96,174,33.96,-12.66,-45.68,66.03,3.56,176,-33.96,12.66,-45.68,66.03,2.81,175,-33.96,-12.66,-45.68,0.04,66.03,2.81,172,50.66,29.36,47.23,7.73,177,67.36,46.06,0.03,18.99,4.64,176,-48.92,-0.35,-0.92,18.99,0.72,172,Giraffe
24.83,6.40,175,12.41,6.40,-13.10,0.30,13.41,1.02,175,12.41,-6.40,-13.10,13.41,1.06,172,-12.41,6.40,-13.10,13.41,1.02,176,-12.41,-6.40,-13.10,0.59,13.41,0.98,175,15.20,6.40,5.57,2.74,175,17.98,6.40,-0.11,10.78,3.26,173,-18.19,0.72,-0.13,6.63,0.29,175,Dog
26.59,6.35,177,13.30,6.35,-12.24,0.36,11.77,1.12,174,13.30,-6.35,-12.24,11.77,1.13,174,-13.30,6.35,-12.24,11.77,1.10,177,-13.30,-6.35,-12.24,0.42,11.77,0.99,175,15.98,6.35,5.36,2.57,175,18.66,6.35,-0.03,11.53,3.26,173,-19.73,-0.16,0.57,6.86,0.33,173,Dog
64.59,13.47,172,32.29,13.47,-44.17,0.11,61.39,3.91,177,32.29,-13.47,-44.17,61.39,2.44,174,-32.29,13.47,-44.17,61.39,3.12,176,-32.29,-13.47,-44.17,0.22,61.39,2.34,175,50.65,31.82,51.90,7.64,174,69.00,50.18,-0.50,19.92,4.54,175,-44.67,0.06,-0.31,19.92,0.69,174,Giraffe
18.33,3.91,172,9.17,3.91,-6.64,0.49,5.46,0.62,173,9.17,-3.91,-6.64,5.46,0.49,172,-9.17,3.91,-6.64,5.46,0.68,177,-9.17,-3.91,-6.64,0.63,5.46,0.59,174,10.33,3.91,2.33,2.01,174,11.49,3.91,-0.09,4.14,2.20,179,-4.73,-0.35,-0.48,13.60,0.32,179,Cat
55.31,12.39,173,27.65,12.39,-30.72,0.12,36.65,2.73,174,27.65,-12.39,-30.72,36.65,3.11,174,-27.65,12.39,-30.72,36.65,2.49,174,-27.65,-12.39,-30.72,0.14,36.65,2.61,175,32.74,17.48,14.38,6.00,174,37.82,22.56,-0.04,19.34,4.93,172,-26.09,0.10,-0.59,29.22,1.57,174,Horse
55.38,12.23,175,27.69,12.23,-30.53,0.24,36.60,2.30,174,27.69,-12.23,-30.53,36.60,3.14,174,-27.69,12.23,-30.53,36.60,2.68,175,-27.69,-12.23,-30.53,0.33,36.60,3.04,176,32.82,17.37,14.51,5.04,176,37.95,22.50,0.70,19.05,5.25,174,-25.18,0.06,-0.72,30.20,1.57,176,Horse
17.80,3.33,174,8.90,3.33,-7.52,0.44,8.39,0.46,173,8.90,-3.33,-7.52,8.39,0.42,175,-8.90,3.33,-7.52,8.39,0.59,177,-8.90,-3.33,-7.52,0.17,8.39,0.58,174,10.45,3.33,3.10,2.06,177,12.00,3.33,-0.08,3.16,2.27,174,-6.89,-0.11,0.07,10.91,0.61,172,Cat
16.61,3.78,174,8.31,3.78,-7.51,0.48,7.45,0.50,175,8.31,-3.78,-7.51,7.45,0.62,175,-8.31,3.78,-7.51,7.45,0.43,175,-8.31,-3.78,-7.51,0.69,7.45,0.64,174,10.06,3.78,3.52,1.75,172,11.82,3.78,-0.48,3.54,1.94,177,-3.83,0.01,-0.10,12.78,0.58,175,Cat
17.91,3.65,174,8.96,3.65,-7.66,0.55,8.03,0.59,175,8.96,-3.65,-7.66,8.03,0.62,174,-8.96,3.65,-7.66,8.03,0.57,177,-8.96,-3.65,-7.66,0.37,8.03,0.67,174,10.61,3.65,3.30,1.75,176,12.26,3.65,-0.51,3.85,2.06,174,-4.28,-0.24,-0.12,13.64,0.49,174,Cat
23.56,6.51,175,11.78,6.51,-11.80,0.43,10.58,1.00,177,11.78,-6.51,-11.80,10.58,0.89,172,-11.78,6.51,-11.80,10.58,0.99,175,-11.78,-6.51,-11.80,0.45,10.58,0.98,174,14.56,6.51,5.55,2.28,176,17.33,6.51,-0.98,12.70,2.81,174,-17.52,0.30,0.17,6.05,0.30,174,Dog
17.92,3.57,175,8.96,3.57,-6.43,0.85,5.73,0.69,174,8.96,-3.57,-6.43,5.73,0.59,174,-8.96,3.57,-6.43,5.73,0.62,170,-8.96,-3.57,-6.43,0.60,5.73,0.43,171,10.68,3.57,3.45,2.23,175,12.41,3.57,-0.01,3.35,1.73,175,-5.73,0.07,0.38,12.18,0.49,178,Cat
54.03,12.67,174,27.01,12.67,-31.10,0.22,36.87,2.73,173,27.01,-12.67,-31.10,36.87,2.82,175,-27.01,12.67,-31.10,36.87,3.45,175,-27.01,-12.67,-31.10,0.23,36.87,3.31,175,32.04,17.69,14.21,6.07,177,37.06,22.71,-0.36,19.90,4.84,179,-23.76,0.62,-0.49,30.26,1.30,176,Horse
16.68,3.60,174,8.34,3.60,-6.27,0.17,5.34,0.49,172,8.34,-3.60,-6.27,5.34,0.57,175,-8.34,3.60,-6.27,5.34,0.57,171,-8.34,-3.60,-6.27,0.53,5.34,0.60,173,9.73,3.60,2.77,2.02,171,11.11,3.60,0.50,3.61,2.00,172,-2.23,0.14,-0.03,14.45,0.39,173,Cat
18.31,3.33,172,9.15,3.33,-6.55,0.45,6.44,0.69,177,9.15,-3.33,-6.55,6.44,0.57,177,-9.15,3.33,-6.55,6.44,0.50,172,-9.15,-3.33,-6.55,0.21,6.44,0.70,173,10.72,3.33,3.14,1.91,175,12.29,3.33,0.38,4.51,1.93,177,-5.91,0.12,-0.21,12.40,0.58,172,Cat
25.12,6.88,174,12.56,6.88,-13.30,0.56,12.84,1.02,173,12.56,-6.88,-13.30,12.84,0.93,174,-12.56,6.88,-13.30,12.84,0.91,174,-12.56,-6.88,-13.30,0.40,12.84,0.99,177,15.43,6.88,5.75,2.14,175,18.31,6.88,-0.20,11.23,3.27,179,-18.74,0.17,0.26,6.38,0.39,174,Dog
53.24,12.09,172,26.62,12.09,-33.05,0.41,41.92,2.75,175,26.62,-12.09,-33.05,41.92,3.07,174,-26.62,12.09,-33.05,41.92,2.44,173,-26.62,-12.09,-33.05,0.06,41.92,2.75,176,31.18,16.65,12.90,5.76,177,35.74,21.21,-0.19,20.39,4.98,177,-24.75,0.22,-0.42,28.50,1.78,174,Horse
66.98,13.68,170,33.49,13.68,-45.13,0.26,62.91,2.53,175,33.49,-13.68,-45.13,62.91,3.54,175,-33.49,13.68,-45.13,62.91,3.84,175,-33.49,-13.68,-45.13,0.25,62.91,2.90,171,51.23,31.42,50.17,7.07,171,68.97,49.16,-0.17,19.54,4.47,175,-47.44,0.96,-0.01,19.54,0.67,173,Giraffe
17.63,4.26,175,8.82,4.26,-7.48,0.25,6.44,0.61,176,8.82,-4.26,-7.48,6.44,0.59,175,-8.82,4.26,-7.48,6.44,0.68,174,-8.82,-4.26,-7.48,0.87,6.44,0.58,173,10.76,4.26,3.89,2.47,177,12.71,4.26,0.18,3.62,2.09,175,-5.08,0.51,0.38,12.56,0.63,170,Cat
23.95,6.40,172,11.97,6.40,-11.98,0.28,11.14,0.82,175,11.97,-6.40,-11.98,11.14,0.93,174,-11.97,6.40,-11.98,11.14,1.02,172,-11.97,-6.40,-11.98,0.57,11.14,1.03,175,14.48,6.40,5.02,2.93,173,16.99,6.40,0.09,12.17,3.02,174,-17.90,-0.69,-0.02,6.04,0.35,172,Dog
18.45,3.35,175,9.23,3.35,-6.76,0.52,6.82,0.72,176,9.23,-3.35,-6.76,6.82,0.57,175,-9.23,3.35,-6.76,6.82,0.59,176,-9.23,-3.35,-6.76,0.61,6.82,0.64,175,10.52,3.35,2.59,2.04,175,11.81,3.35,-0.09,3.50,1.93,174,-3.72,-0.11,0.15,14.74,0.56,174,Cat
60.40,15.07,175,30.20,15.07,-47.89,0.05,65.63,3.24,175,30.20,-15.07,-47.89,65.63,3.37,174,-30.20,15.07,-47.89,65.63,2.02,173,-30.20,-15.07,-47.89,0.21,65.63,2.06,174,48.59,33.46,52.00,7.91,174,66.98,51.85,0.73,19.93,5.32,174,-40.47,0.37,-0.43,19.93,0.77,176,Giraffe
24.95,7.03,178,12.47,7.03,-13.35,0.59,12.64,1.09,173,12.47,-7.03,-13.35,12.64,1.03,174,-12.47,7.03,-13.35,12.64,1.19,178,-12.47,-7.03,-13.35,0.42,12.64,0.99,175,15.25,7.03,5.55,2.51,172,18.02,7.03,-0.08,11.38,3.39,179,-17.82,-0.13,-0.10,7.13,0.27,178,Dog
23.21,6.22,174,11.60,6.22,-12.92,0.50,13.40,1.00,175,11.60,-6.22,-12.92,13.40,1.12,175,-11.60,6.22,-12.92,13.40,0.90,174,-11.60,-6.22,-12.92,0.10,13.40,1.01,174,14.49,6.22,5.78,2.49,175,17.38,6.22,-0.20,11.24,2.88,172,-16.12,-0.58,-0.15,7.09,0.30,172,Dog
24.80,6.32,175,12.40,6.32,-12.13,0.53,11.63,0.97,175,12.40,-6.32,-12.13,11.63,1.14,175,-12.40,6.32,-12.13,11.63,1.10,174,-12.40,-6.32,-12.13,0.45,11.63,0.81,175,15.18,6.32,5.55,2.96,179,17.95,6.32,0.32,10.55,2.85,174,-18.71,0.57,-0.09,6.09,0.31,175,Dog
25.10,6.28,174,12.55,6.28,-12.24,0.47,11.92,1.07,179,12.55,-6.28,-12.24,11.92,1.10,175,-12.55,6.28,-12.24,11.92,1.15,174,-12.55,-6.28,-12.24,0.49,11.92,1.09,175,15.38,6.28,5.66,2.40,175,18.21,6.28,0.72,11.35,3.20,177,-17.70,0.11,-0.50,7.40,0.33,178,Dog
59.72,11.45,177,29.86,11.45,-31.42,0.28,39.93,2.53,175,29.86,-11.45,-31.42,39.93,2.79,175,-29.86,11.45,-31.42,39.93,2.34,174,-29.86,-11.45,-31.42,0.50,39.93,2.41,179,34.80,16.39,13.97,5.82,177,39.74,21.33,-0.71,21.00,5.18,174,-31.62,0.15,-0.68,28.10,1.50,177,Horse
65.87,14.32,174,32.93,14.32,-46.54,0.41,64.43,2.86,173,32.93,-14.32,-46.54,64.43,2.90,174,-32.93,14.32,-46.54,64.43,2.73,175,-32.93,-14.32,-46.54,0.26,64.43,2.98,175,50.75,32.13,50.37,7.11,179,68.56,49.95,0.24,20.21,4.79,175,-45.66,0.26,-0.45,20.21,0.67,175,Giraffe
63.46,14.44,175,31.73,14.44,-48.78,0.06,68.67,2.68,173,31.73,-14.44,-48.78,68.67,2.45,174,-31.73,14.44,-48.78,68.67,2.42,174,-31.73,-14.44,-48.78,0.22,68.67,2.73,174,49.32,32.03,49.75,6.30,175,66.91,49.62,-0.07,20.07,5.49,170,-43.39,-0.85,-0.74,20.07,0.73,174,Giraffe
24.93,6.46,175,12.46,6.46,-12.76,0.14,12.61,0.89,174,12.46,-6.46,-12.76,12.61,1.07,175,-12.46,6.46,-12.76,12.61,0.97,174,-12.46,-6.46,-12.76,0.08,12.61,0.98,177,15.21,6.46,5.50,2.28,171,17.96,6.46,0.99,11.23,3.06,176,-17.89,-0.03,-0.01,7.04,0.29,176,Dog
55.96,13.19,179,27.98,13.19,-32.98,0.47,39.59,2.70,174,27.98,-13.19,-32.98,39.59,2.62,179,-27.98,13.19,-32.98,39.59,2.73,173,-27.98,-13.19,-32.98,0.34,39.59,3.19,179,32.84,18.05,13.74,6.15,174,37.70,22.90,-0.18,19.99,4.66,174,-25.37,0.07,-0.20,30.60,1.57,175,Horse
59.48,12.01,176,29.74,12.01,-32.72,0.19,41.42,3.07,175,29.74,-12.01,-32.72,41.42,2.21,174,-29.74,12.01,-32.72,41.42,2.37,175,-29.74,-12.01,-32.72,0.16,41.42,2.89,173,34.61,16.88,13.76,5.67,174,39.47,21.74,0.29,20.02,5.98,172,-30.83,0.27,-0.33,28.65,1.14,174,Horse
18.82,3.55,177,9.41,3.55,-5.77,0.30,4.44,0.61,174,9.41,-3.55,-5.77,4.44,0.70,174,-9.41,3.55,-5.77,4.44,0.60,176,-9.41,-3.55,-5.77,0.22,4.44,0.50,176,10.90,3.55,2.97,1.77,177,12.38,3.55,-0.17,4.20,1.94,176,-4.87,-0.43,0.24,13.95,0.42,172,Cat
18.63,3.41,172,9.31,3.41,-5.99,0.56,5.15,0.56,175,9.31,-3.41,-5.99,5.15,0.62,177,-9.31,3.41,-5.99,5.15,0.59,178,-9.31,-3.41,-5.99,0.40,5.15,0.58,176,10.60,3.41,2.58,1.82,173,11.89,3.41,0.13,3.91,2.02,178,-5.74,-0.51,-0.19,12.88,0.50,176,Cat
67.98,13.58,176,33.99,13.58,-44.66,0.32,62.16,3.16,174,33.99,-13.58,-44.66,62.16,3.25,174,-33.99,13.58,-44.66,62.16,3.17,174,-33.99,-13.58,-44.66,0.30,62.16,2.49,170,51.37,30.96,49.16,6.75,175,68.75,48.34,-0.00,20.39,4.67,179,-47.59,-0.04,-0.75,20.39,0.61,170,Giraffe
18.77,4.08,172,9.38,4.08,-7.46,0.48,6.78,0.64,174,9.38,-4.08,-7.46,6.78,0.64,175,-9.38,4.08,-7.46,6.78,0.61,173,-9.38,-4.08,-7.46,0.93,6.78,0.60,174,11.33,4.08,3.90,1.80,174,13.28,4.08,0.06,4.10,2.15,173,-6.00,-0.59,-0.05,12.76,0.66,176,Cat
69.31,15.85,173,34.66,15.85,-49.47,0.24,67.25,3.21,175,34.66,-15.85,-49.47,67.25,3.19,177,-34.66,15.85,-49.47,67.25,2.70,172,-34.66,-15.85,-49.47,0.09,67.25,3.13,176,53.72,34.91,53.91,7.53,174,72.78,53.97,-0.01,18.63,4.82,174,-50.68,0.06,-0.38,18.63,0.72,175,Giraffe
24.52,6.65,172,12.26,6.65,-12.33,0.48,11.35,1.01,175,12.26,-6.65,-12.33,11.35,0.96,174,-12.26,6.65,-12.33,11.35,1.10,174,-12.26,-6.65,-12.33,0.41,11.35,0.93,172,14.98,6.65,5.43,2.90,174,17.69,6.65,0.47,12.03,2.74,171,-18.19,0.18,-0.03,6.34,0.22,173,Dog
66.57,15.24,174,33.28,15.24,-49.77,0.29,69.06,2.24,172,33.28,-15.24,-49.77,69.06,2.43,172,-33.28,15.24,-49.77,69.06,2.87,174,-33.28,-15.24,-49.77,0.30,69.06,3.16,175,50.96,32.91,49.98,6.68,172,68.63,50.59,0.41,21.54,4.59,172,-45.02,-0.49,-0.53,21.54,0.94,177,Giraffe
25.06,5.58,176,12.53,5.58,-12.11,0.41,13.06,0.98,175,12.53,-5.58,-12.11,13.06,1.00,170,-12.53,5.58,-12.11,13.06,0.92,173,-12.53,-5.58,-12.11,0.80,13.06,0.88,175,15.28,5.58,5.50,2.47,175,18.03,5.58,0.10,11.56,3.02,173,-18.15,0.41,-0.57,6.91,0.28,174,Dog
52.48,11.44,173,26.24,11.44,-32.42,0.18,41.94,2.78,173,26.24,-11.44,-32.42,41.94,3.23,174,-26.24,11.44,-32.42,41.94,2.91,177,-26.24,-11.44,-32.42,0.22,41.94,2.60,170,31.15,16.35,13.88,5.99,179,36.06,21.26,0.66,20.33,4.97,177,-24.01,0.07,-0.67,28.47,1.56,176,Horse
64.91,14.06,177,32.46,14.06,-45.87,0.03,63.62,3.24,173,32.46,-14.06,-45.87,63.62,2.88,171,-32.46,14.06,-45.87,63.62,3.30,174,-32.46,-14.06,-45.87,0.14,63.62,2.97,174,51.55,33.15,53.99,6.50,174,70.64,52.24,0.43,19.50,4.34,175,-45.41,0.19,-0.44,19.50,0.72,174,Giraffe
24.40,6.61,174,12.20,6.61,-12.76,0.63,12.29,1.04,175,12.20,-6.61,-12.76,12.29,1.08,177,-12.20,6.61,-12.76,12.29,0.99,175,-12.20,-6.61,-12.76,0.56,12.29,1.01,174,14.74,6.61,5.07,2.62,170,17.27,6.61,-0.56,11.75,3.23,177,-17.47,-0.03,0.36,6.93,0.27,177,Dog
